subject,segmentNum,deltaOBW1,deltaOBW2,deltaOBW3,deltaOBW4,deltaOBW5,deltaOBW6,deltaOBW7,deltaOBW8,deltaOBW9,deltaOBW10,deltaPobwdB1,deltaPobwdB2,deltaPobwdB3,deltaPobwdB4,deltaPobwdB5,deltaPobwdB6,deltaPobwdB7,deltaPobwdB8,deltaPobwdB9,deltaPobwdB10,deltaP3dB1,deltaP3dB2,deltaP3dB3,deltaP3dB4,deltaP3dB5,deltaP3dB6,deltaP3dB7,deltaP3dB8,deltaFCenter1,deltaFCenter2,deltaFCenter3,deltaFCenter4,deltaFCenter5,deltaFCenter6,deltaFCenter7,deltaFCenter8,deltaAmp
2.0,4.0,-171.67129173932972,-118.74458755684009,201.88406108139998,-22.847060628571967,-259.9737015730121,-198.03532918758407,-55.273970984049015,48.90415445565702,30.331219587049716,-6.914832608943797,-1.5286586313631005,0.12178934765039884,-4.2452515241197055,-1.1621680492768007,-4.096987545346597,-4.485891345102903,-4.3056240544575,-4.147040722145199,2.4352829976954027,8.914070227574495,1.0001323372159021,-0.08972480458049858,-9.377000533751698,3.0635596808863035,-0.0547446927213997,5.773144671632004,-9.968277521034405,-8.213845913952802,0.287380217819873,0.6559656275489942,285.08533275314,159.743950280243,6.68762975584599,-2.377504216026992,20.262205455958096,-21.764399873769293,0.0
2.0,5.0,1366.133861484911,1487.4243608692996,-846.4819962487019,-502.154072688319,-62.96405094532895,-100.59031293007999,-29.475411840410004,-30.88610074516501,-45.48025122758671,-18.673074464104104,-17.693894429977995,-20.174780318962995,-2.5449686140450005,0.6499990448940984,-0.29577920284640413,-0.6607544688705964,-0.38784161285200014,-7.1945489404600025,-9.790741530435898,-25.933184982532804,-17.964690884543806,-18.47559332651231,5.365353310700698,5.378428794029496,-4.963496817467302,5.172485537187896,5.910675813518601,-11.899860725753904,1588.28877054787,502.9916476640651,-510.09195793285903,-306.791602242652,-145.5337398988356,-79.9478025291761,-62.5409057572747,-16.861398200217806,29.21468
2.0,6.0,-48.95964706292125,2241.5767847918305,2881.147210349172,1622.378003655706,900.1895831459481,587.2520695019,262.056787358212,116.90616758457202,121.00007249582171,33.0990347103895,18.028770821423294,11.78628507569249,-8.6581085521752,-11.655154819498698,-6.165903905770797,0.20264763935150043,5.4132690797304015,13.0666969334258,9.859622534326299,27.737647128996105,4.704146236670603,-6.094967009065691,-36.490704184339805,-25.081739758790995,-11.971234361042008,-13.3482355593572,-5.117326571372601,15.837522987652498,3171.4119709579695,1819.8444699467298,1723.671293832448,740.3854849227581,347.0121571595516,85.12299617732411,53.0744116058314,6.687496754770702,543.925247
2.0,7.0,9.276337556600993,-1791.2116518741004,-1035.7719330127302,-249.10854260426981,-320.94725127714,-258.26318915151194,-109.62032972941,-15.995014730948043,-111.22876421762821,-31.9586463248974,-13.8675634674047,-8.691404384032793,-4.285068803066096,-12.070342465570306,-11.024658586636107,-13.2473239950552,-14.015862326103605,-18.545585324656106,-0.1795330019850958,-6.285809083732602,-6.937346931101196,8.549280354188006,17.0924107276619,-19.78245009096871,-3.7956028130113992,-15.267301309425896,-9.937945814794396,-22.537387595967893,-3491.4260626808095,-992.5378644062498,-1049.3796373887212,-238.36741102601002,-63.80559888715197,47.90578093331399,37.229630374572096,-1.3434713791408015,-537.166283
2.0,8.0,-3289.944311487131,-2261.99756781087,-935.9055416699498,-636.5983519220799,-267.67682691808193,-137.86879632960506,6.191034760334048,3.5770577624150235,80.14034226001921,87.9259233104714,12.9063261010992,16.5042363158423,12.313755256289198,16.668450269114107,15.973161346224504,16.1197416019516,5.040727931537695,6.340298585958706,-18.470726722475202,-27.718848665749096,21.536077216615404,12.701498232305397,6.748553922953803,26.336735881783405,9.355043197833908,28.493620141306394,4.1321376134379975,14.704224468876603,-1676.0248054950298,-1271.1135865335461,-168.63061626106196,-358.43862962040504,-177.03699870413402,-105.37390695352761,-91.05113834063759,-14.664973501318402,-40.940285
2.0,9.0,149.43600152718045,41.71099386741025,-24.73800175796009,-81.36140389550019,-82.71810662080713,10.103551033960002,-24.964717671958,-62.091391828382,-28.240807951688012,-34.899998738675706,0.554178891406405,0.35178755310880305,2.1315173425765046,2.983128576048099,1.2661662340894004,1.2123551519403968,3.9137586331089054,2.0662305164901014,10.8110201669325,16.308955891619398,-0.06951629617150701,-1.9570943369205054,5.7758944326145,4.280293717053198,8.844966982068101,-3.8402140051376037,0.552742409670202,-6.010876588865408,0.07568149643998368,2.753878134028014,-167.46178748190704,7.811880713419981,2.6249729189810296,33.26451460391029,37.7123672160334,-1.4036643592201,0.0
2.0,10.0,648.3400104211405,157.09303564234006,22.557993098189854,-8.182409121499859,38.28767849204007,-1.0402548613969884,-17.755718896818053,29.752250904476995,47.137570099629,4.160071836122114,0.9777957772328989,0.4967259101585988,1.0295919957825,1.756576801494596,0.6894375882319004,-0.37468136696699617,1.253864584444699,1.5405499946449979,-0.9815106398203,8.955389606456201,-1.5333188071959967,-4.102444016670702,-3.842943695946502,0.8481854564176032,0.23804244470469982,0.26092954528390777,-0.7695946233954984,-0.07851831766719641,1.258251339920207,-31.074444403192047,-251.24109928565898,-84.64696713683998,-68.063442200169,-79.59082481710949,-53.6757173300647,-1.6316741467209184,0.0
2.0,11.0,-343.9248555697004,1.5840305894798803,-113.52684496046982,-19.30977317762006,-65.86117991418996,-46.90215070651806,-10.452691996091005,-93.05814739041799,-81.62276109045119,-23.672927829843218,2.7953545771803014,1.9491737232498991,1.4106359120532979,1.1922818280989027,0.9089798083037017,1.6558490692284948,1.4102594070735037,9.916606791219102,7.905365638760497,-7.506286811783703,2.086642608651694,13.090482370302308,1.2617323765960933,1.9591506490635027,-3.4586207290520044,5.429939697774902,11.4911523111084,21.898313297518897,-319.73392670378007,131.60209940017,-1.9833574075670128,43.12318560999299,-65.3722670770521,15.389516303529998,8.614235995114,6.441629208168619,0.7563389999999997
2.0,12.0,59.68660288587944,7.710597442960079,54.42425653700002,8.652876135890097,26.566110177674886,-16.708928375955963,-27.014160341405955,-0.893669890095012,-26.649979923605798,-32.142561124360995,-0.4117514154505031,-0.9328914080533046,-0.5748540304932988,-2.0705834103030014,-1.8266415982522979,-2.614230589755497,-2.641292145089004,-4.0481499725351995,-1.462580974326599,2.296087282062704,-2.0425443296737953,0.17406306193849375,5.7139506177531025,-0.657147146799403,-0.922220544348697,-1.7373195348293997,-4.225230672506001,-4.706392285984794,593.7957917359699,-1.1541948716499064,156.06454368027403,39.893536114826986,164.41125862852311,113.36986672917082,7.710826650692997,8.315245084119303,0.0
2.0,13.0,-1150.9262931055896,-94.80805099328018,-36.003833393210016,-9.60682482052016,1.0350645524271158,-106.458567716028,-2.718176584622995,73.49992432487899,71.06874666226399,10.17346394695069,-0.7705467078694994,0.446123312003305,-2.5583934396325994,-0.8641432741295993,-1.4268420012509004,-0.7432884694422981,-4.113525376922496,-11.258676930747903,-10.558716684278895,14.315092686317598,2.4323768182362002,0.11748120421340147,-5.513239414572393,4.403901600683998,3.048063691764799,-1.0129895859396,0.2037755674986954,-17.053733019041207,-593.1900781869599,0.26201901294007257,450.98792521135493,172.574982701225,-0.1025280518400109,1.9959351152939746,61.66663780450381,33.7209901425119,0.0
2.0,14.0,-317.14496292983995,-798.2872642423197,-434.1202411844599,-271.8849078204539,-167.11267015350109,-44.38759430118802,-137.953107578816,-95.61649887230328,-41.4639149726503,-1.9505071095296955,-0.4264685034998017,-1.0343946099674994,-0.932468915391901,-1.2326993656315999,1.262079328666701,-3.4642238627805,8.6453735261009,12.783030149145603,8.138741788513695,-8.4179165100614,5.751961240810196,-0.7211282876326983,5.4718218114717985,-1.7112666193001012,5.0640977102805,-3.2945716692538056,9.5326944205124,17.368695344496803,123.34650682178994,-138.15730943976314,-165.09694454476482,40.17484251559506,21.065805962106026,-55.3301719559298,-19.169844354666694,-23.187919738939904,3.2255290000000008
2.0,15.0,167.60146313297946,211.36522435593974,305.04416901450986,194.92152159254704,148.5557552390901,105.595651117036,141.57893057718803,21.055250016655293,-22.573714772369584,1.1614491194685925,1.4204224061198012,1.6838589499037973,2.773133193668695,1.9115454677532,3.079842100704898,3.2680139854914003,-5.363321893865606,-1.5424188867053985,4.373883830746301,-6.357900726778002,0.4561669652346012,-0.5027957467786024,-1.4673648659146004,-2.390871208293696,1.0839215191729004,-1.6013717369883977,-13.094242817805998,-1.655649114448,252.83223448675017,-0.46509817030505474,0.2743673320698008,-0.2866541169270249,11.555199643521973,71.88976775929679,-33.69300104938521,-5.256129437595401,-0.46825399999999995
2.0,16.0,5.621678917690133,84.93956625492979,-146.8002937333099,-17.547195142468013,-20.470938516638057,53.570879562122,-8.290108093022013,48.11956270051701,30.517195252208097,16.312337379673203,0.2299358797677975,0.023664041219600307,3.6018180816770027,2.081418478144503,1.148155979557,3.1912719798903026,-0.26415784227939554,-9.294457185699905,-16.3850737153394,-16.501063383069404,-0.0018105642300980662,-0.2651273289288021,4.0395614347483,1.0290630396593983,-4.819374075991199,3.9433536311072004,-0.9373603492394977,-16.705367821958696,0.0829129207997994,0.17177792502104694,-445.6406026922949,-325.343881717655,-146.6710577189933,-106.18084104407319,0.1572840074227031,-8.113164468788096,0.0
2.0,17.0,1759.3852251073304,684.8904779059501,189.78743579166985,48.55672815293394,52.14430018348298,18.228921161807023,-54.28089311533401,-30.386533913885017,-24.834368350415502,-26.31294525787179,-0.4048719700197019,-0.7069159501381996,1.0194606956799035,1.764958971309099,-0.004015605500999442,8.979695924367396,21.929574847632,32.252164628112226,34.839434990637606,32.6314033102485,-4.892041568304499,-5.414502724846297,0.08553935753939612,0.2728137106334003,1.6572660711423985,16.1868199149785,28.959906176582,37.0922660662456,19.855322938610016,-158.42603100760493,0.4572601289529814,-53.3131049371314,-80.2035249976702,-53.8447974940919,-35.95534563959268,-19.666799966182534,0.0
2.0,18.0,911.2258918732196,169.00487508097012,-85.78171095936,-89.65951272428094,-120.19885221216998,-66.00616433052102,1.8847823545030167,-34.12543079157619,14.4648451645578,26.728349372404907,-0.7937731498998986,-1.5642263801531975,0.5051448703011978,0.8231294827841964,-0.6417980115514013,-10.2997025373545,-16.178069664894,-18.35140236984792,-20.16384986166041,-17.546192090385496,-2.2099848874331087,-0.8309815513581995,4.400985010035299,-2.3377996466303017,-4.806352711510204,-16.123836070166796,-16.0418355557115,-23.379809661993605,378.7998741499796,132.8613137717009,2.7858930791800276,73.9007720511844,38.8004677361071,34.7925076942784,23.30677505780688,19.02844631070763,1.672402
2.0,19.0,443.5985679767309,85.44529122833,307.21892996532983,120.79103509440188,87.10135802093794,77.59556564170197,97.57391757014497,159.07444210019622,87.8723350799295,69.80887466435989,-1.085427567344496,-0.20994934945310106,-4.475317252486903,-1.7283628479913986,-1.202092421373802,-1.213516745293596,-5.784346553279498,-12.535046887026304,-12.3798544647954,-10.467566258238403,2.330535881143909,1.1109187972962005,-7.667636087758396,2.1199402519779014,3.2446974642708035,-6.642407723156907,-13.1378449896017,-10.077920436280102,3.846141179670667,0.3404778261771071,428.421582751606,246.433373240013,154.81256165247743,76.8054419360887,67.28275703456761,36.6781191651185,0.0
2.0,20.0,-2524.9542207879404,-698.2647843171503,-91.47659024380005,18.937596979880027,73.05122708249007,30.90524673637003,2.259639218624045,-80.343043131055,-86.9526241173212,-72.2898288203419,-1.7191538997996005,0.22567374627759662,-3.0884808438367983,-5.017377556869498,-4.368110248247895,-1.5159381567964054,-1.479605394646903,-3.893820640074395,3.551250489325497,5.9484334176706,-5.217285884605808,-1.8249377303978989,-7.307865254361904,-6.5861878647228025,-1.3094929068769972,2.804967945964499,-0.7770831127557045,-3.929621792581095,-592.9165588810602,65.49189177611493,-436.204395385397,-238.876115126293,-144.5402753245222,-80.22975553444388,-76.59390759214192,-49.14910966047432,-5.172391
2.0,21.0,-75.96818030460963,51.12766304071056,-48.80911454639977,-20.011170583480066,-35.56636135662404,-23.33167431790298,2.8831955793859834,-15.078258378924005,17.061531458085184,9.056507961719902,0.5779887030840953,0.6628220054564053,3.0056905142199994,2.6070950087136957,2.838882909149998,2.6974617472289992,1.6959778960484968,3.584332088164203,-0.9232762048815957,-2.2544526630521986,4.41196472454461,-0.4392783341634967,-2.5078412769264986,3.6227959883541985,0.5627384588952999,-0.14004597010539754,-3.718800989098291,-1.787109643212105,210.54224282776,-0.4387646095500486,523.224587346823,86.55385944112501,88.8209300196702,54.591958200252186,28.025846043096603,25.804643266646533,0.0
3.0,2.0,-203.3270839648394,-151.5786476033909,-64.55373796403978,-45.995569684559996,-112.62443998669909,-126.81171629314099,-109.20550573393302,-114.30383851891196,-84.05190099298403,1.6459626271210084,-0.9393899343977026,-0.5151212656835042,-0.4101682299861018,1.0008033147063031,-0.4580883759974981,-2.2236514847245985,-5.8596345035863955,-6.053111783406202,-5.487577756897096,-16.288559996562,6.635749091342902,0.3611989379100038,3.979769956784402,2.497109789392603,0.8132616723348001,1.6811212409533027,-5.754572423669899,-8.342415147571003,-11.454382813840311,73.68545631943994,-1.0591345706129687,-10.325043514061008,-19.549341455656986,-9.124369117474004,-15.458941050784404,-21.0759790524938,0.0
3.0,3.0,640.0470001837393,365.5498341998905,329.73394253089964,117.94526036282991,123.96638559835804,155.74464948037098,-9.606503648219984,-85.38781642958295,-47.024636975491006,-11.620915264620706,0.598275008884503,-1.4968123685467987,-3.049881083823596,-3.685577271517001,0.2168577518546968,2.7725407371246007,5.6192456838433955,7.184106371188108,3.0822824775379942,2.5231671839522036,1.6276758096658952,3.2884996883262048,-11.851796696626508,-6.883416447510193,1.005757237009096,-2.93091102316,4.6189919371784995,11.090833087211813,10.257489928729683,-71.86660638262993,0.9198802737660117,213.88289010247303,23.206742798405003,37.540861223676984,58.5408168332404,19.445739208772302,8.609485000000001
3.0,4.0,-699.5144779067705,-451.63581287842044,-374.1823397966798,-195.60528148437083,-35.82098414785503,-63.735555857842996,7.181306407793045,69.04371702244899,-12.526118214140993,-49.993607820251086,0.13874625758059267,1.4892184741555,4.162330393570798,5.915505580222803,-1.8741860181573031,-3.2022332455988973,-1.1451724491451998,-2.576088600392609,6.936316765767103,18.961199832409097,-7.136750860270901,-4.138340885278396,8.929461726843904,8.629150375297591,-4.733151437986898,-1.293648297219299,5.642742542532503,-8.919289016503804,1.1934606778204397,1.9027224030196521,-2.455535483688095,-253.060650676471,-85.04123808489601,-98.91608593730439,-120.1790091111986,-55.746123130901495,-8.579626999999999
3.0,5.0,73.28016415702041,8.305036437760918,37.66147332933019,41.45499054167078,-0.42871716111494607,42.38727359574301,32.436107794973964,-23.341534157452998,74.65931137032403,36.20876450652139,0.42740750603830335,0.038483872695298516,0.0018697591804013314,-1.0021268511793053,1.5951145482429006,0.4127694210231958,0.17135021643910164,0.42494269798190487,-5.841674643496901,-15.830131500302304,1.9090872842308073,0.000610935329788731,-0.29891523030059375,-4.538907414152902,0.8889392725232028,-0.8221765372913978,-4.805083300081797,7.974502725371302,-11.740777153179806,-3.6521965056997487,-0.12500279215100818,3.7854127604389873,1.811762658637008,9.953349640852394,31.159582020522606,7.9526413354256,0.0
3.0,6.0,-90.70068836299924,-140.37202567855047,-73.21786125884,-98.35277713108485,-2.9088528852580566,-18.81064878121498,-14.932020482050007,20.876485951495965,-28.183654245351022,-1.4542025202146078,-0.8603344815168974,-0.44184932980169833,-0.2267268672797016,1.4184337091221053,-1.8619997664495003,-2.4006722108359995,-4.3032325470665,-4.577532506554903,-3.8092972361269943,-7.356735613290191,3.725097692286397,3.047233976076498,4.392945412113299,3.470357886724706,-1.997805699329497,5.309327270758999,-7.755424263673902,-7.920275751419602,0.32612278138003603,75.12951460262002,1.168799594736015,-3.8424057572130152,-40.79710189443,-12.213959482805905,-13.530077685737403,-1.8458368624530976,0.0
3.0,7.0,446.4058320282993,-110.85794734714,348.87833969098983,-23.627818611763928,-24.65960732333292,-98.75683530554102,-90.13040844626698,-72.72388844621298,-76.2550049706669,-24.712189642032598,-0.5424972842447069,-1.7840055067087945,-4.830156764893296,0.351083262424698,0.19897696656009956,1.7130769963994048,8.837494507403598,12.645206384748604,19.450057040789996,24.676672643487993,-3.261474239894092,-1.8245435546916013,-2.3541545796023016,10.3145096777561,6.093545380474193,-5.2077002080801975,14.290248012140403,19.7227271216002,-682.2267512272906,-49.539170872199975,-217.38153381117695,3.4561196124209914,39.65816553173099,36.430671255379906,63.82814334093239,6.552666489323691,16.365440999999997
3.0,8.0,-335.77505100145936,162.8697449351098,-39.29550758001005,236.6209489586788,-68.75223845971709,-5.787619799240986,21.60360198860397,-33.708344711975,22.4864295439059,15.93106148516911,-0.3783510535168979,0.9779236637991922,-0.27706618157310814,-9.0013136605609,-0.40542405774479917,0.677050407140598,-2.384370829680595,4.1253777788306,-1.3655905648480022,-11.755671136041396,4.99878133440059,5.333278030554709,-3.859164244734302,-16.635698152846096,3.2442298468971025,9.865466671421299,-0.1908540794223086,6.080953498800902,692.9211605601304,-25.338955128830094,261.1271557418901,193.79572876451203,81.536390054966,35.108726529969005,-53.4778020442352,-2.3666755893723987,-7.754642999999998
3.0,9.0,893.4284809106703,-199.8487336142298,-432.37729148132007,-104.46424226767999,12.419007822170045,80.744446239399,63.94345930704199,125.12590658415601,45.753009642010994,23.387881500278482,-2.4606943474163927,0.861479324573704,3.399073525907305,3.2186242419812956,-0.384030481217696,-0.11734850628870319,-3.795734143067701,-13.715385098990506,-11.2769326981347,-3.579749762469305,-8.0946109511097,-5.9621844809378075,-3.1697022744506924,-2.3923284310746027,-8.326168140006999,-7.113444265024402,-7.559666210903686,-25.974283574451803,-2.355888821120061,-998.948630013029,-513.84137399904,-280.768474008609,-113.70602076975999,-108.75359076767211,-12.392839812637796,-8.472167159674594,-8.676318
5.0,2.0,72.08532077225982,-111.55672199838023,30.649478430124077,3.395795960090936,-5.510494022408011,12.500862533751047,46.04176785172996,2.7857637828749944,2.184767910021094,3.9418174351513926,-0.36969577678789634,0.8009190000789026,0.9409811652095001,-0.3118630638963005,1.7156181022858945,1.2377387309753018,3.3575985605183973,3.5636199835144993,8.443480452106002,13.786624043293198,1.075014240941293,-1.5985824608289008,1.6841080958295969,4.461949316305201,8.6080597059802,0.831435753095203,1.957452491397504,5.765128744490809,-411.41251317601996,2.453972286423891,-2.328481596238987,-3.4225566088699964,-20.430063213346784,7.969280142359814,2.7612986369013015,-4.691153221917997,0.6170820000000008
5.0,3.0,-14.134628750380216,-343.25294299717984,-93.29042461256199,-20.618656983368965,-12.308680051758927,-40.311733433646026,-82.85198523403798,-51.04421176929209,-2.767309409165179,-8.528250161811293,-1.4642350246588016,0.44324463438310246,-1.2023360643196987,-0.2025411833567965,-0.2775074245531961,-1.7574029321585023,-1.7161229141192997,-3.5241317890463932,-5.041146208504003,-8.996044963326103,0.6192473018085991,0.9397788838562064,-4.125175608393594,0.1779062018443014,-1.181628476013497,1.3153278140528037,0.8692505397842964,-0.41909762784040794,0.1489569929199206,0.13104467017899424,-268.281084620427,-25.44344382855401,-46.5419398318741,-38.94728107297301,-24.6160042966411,-17.647122486410424,0.0
5.0,4.0,656.3658525086998,-66.9809547376401,120.77240795858904,29.415133161450967,-32.87752517410803,-30.76735567283697,12.697849398265987,42.7172466593391,-2.155343768742412,-2.255077307467303,-1.5559961288377018,2.0400759387791965,-0.48788171990630147,-0.2426270468044045,3.570372766981297,4.425439275933101,4.778542582897302,7.3634517495865985,9.488069030764304,10.075269385842102,-10.7087089422822,4.146348561412093,-0.1901603308950044,-4.797870779546898,4.967658920927601,-2.211048852417605,4.312151241377897,3.2214715387410067,-112.99390664111979,-7.389700939669979,265.24907353832504,27.232752700044003,44.7447583455948,30.5259908447631,24.8911523297322,13.653059486134522,3.0572940000000006
5.0,5.0,1462.3919335069,362.7338524236802,18.756567620078044,7.029211595680977,-0.0014239656640029352,34.480815149903975,23.92037708765801,13.91873691919099,14.790440919429216,11.765815470450406,-1.650782274133494,-2.7985457688502997,-0.45281082500760306,0.21438250428050054,-0.0960249279109,-1.3311530458688985,-1.9471415297809003,-2.9639969563252038,-8.787218129444003,-4.651301875810102,6.057033430691497,-9.242189175790497,-3.7153737755986995,0.4962117745828962,-6.116517928984198,1.433004079888999,-3.7712544901336926,-0.4861091485274045,176.15812245920006,-3.37475571497896,12.826667940617938,-0.021639111009022827,3.073752578104589,2.8340552662115996,-17.143597949428404,-4.363865478343001,1.5516619999999985
